id,name,citizenship,byear,bplace
11886,Spears,US,1970,"East Dundee,IL US"
11887,Strickland,US,1958,"Springfield,MA US"
11888,Johnson,US,1963,"Salt Lake City,UT US"
11889,Murphy,US,1980,"Chico,CA US"
11890,Osteen,US,1941,"Bensalem,PA US"
11891,Harris,US,1967,"Washington,DC US"
11892,Temple,US,1978,"Mount Pleasant,MI US"
11893,Hall,US,1952,"Cincinnati,OH US"
11894,Sims,US,1966,"Wallingford,CT US"
11895,Fields,US,1965,"Davis,CA US"
11896,Stacy,US,1968,"City Of Commerce,CA US"
11897,Sotelo,US,1949,"Saint Marys,WV US"
11898,Martinez,US,1953,"New York,NY US"
11899,Reed,US,1947,"San Francisco,CA US"
11900,Bailey,US,1971,"Seattle,WA US"
11901,Mabrey,US,1964,"Gainesboro,TN US"
11902,Lafferty,US,1960,"Brookfield,WI US"
11903,Colston,US,1979,"West Palm Beach,FL US"
11904,Hopper,US,1981,"San Antonio,TX US"
11905,Fiqueroa,US,1946,"Beverly Hills,CA US"
11906,Isaacs,US,1940,"Clarksville,TN US"
11907,Carreon,US,1944,"Pittsburgh,PA US"
11908,Clark,US,1978,"Gainesville,GA US"
11909,Gilley,US,1978,"Athens,TX US"
11910,Griffiths,US,1969,"Forest City,NC US"
11911,Villagomez,US,1954,"Oakland,CA US"
11912,Crockett,US,1953,"Davy,WV US"
11913,Pardo,US,1948,"Ocala,FL US"
11914,Gray,US,1951,"Westbury,NY US"
11915,Phillips,US,1984,"Carlsbad,CA US"
11916,Hibner,US,1965,"Sharptown,MD US"
11917,Chin,US,1982,"Blum,TX US"
11918,Turner,US,1970,"Fort Lauderdale,FL US"
11919,Barrett,US,1955,"Memphis,TN US"
11920,Worthey,US,1942,"Elmhurst,IL US"
11921,Ellis,US,1977,"Riverside,CA US"
11922,Fischer,US,1957,"Phenix City,AL US"
11923,Sanders,US,1942,"Fort Lauderdale,FL US"
11924,Priebe,US,1977,"Worcester,MA US"
11925,Ellis,US,1957,"Worcester,MA US"
11926,Powers,US,1963,"South Boston,VA US"
11927,Jackson,US,1965,"Corinna,ME US"
11928,Walker,US,1941,"San Antonio,TX US"
11929,Martinez,US,1956,"Little Rock,AR US"
11930,Schultz,US,1941,"Harahan,LA US"
11931,Sass,US,1948,"Channelview,TX US"
11932,Wilson,US,1974,"Lake Mary,FL US"
11933,Sherer,US,1976,"Freeport,IL US"
11934,Osborne,US,1951,"Monongahela,PA US"
11935,Holt,US,1941,"Hookstown,PA US"
11936,Epstein,US,1957,"Coeur D Alene,ID US"
11937,Robison,US,1972,"Crothersville,IN US"
11938,Adair,US,1963,"Memphis,TN US"
11939,Craft,US,1949,"Hancock,PA US"
11940,Hallberg,US,1957,"Colorado Springs,CO US"
11941,Makela,US,1944,"Annapolis,MD US"
11942,Crowell,US,1963,"Akron,OH US"
11943,Reyes,US,1943,"Burr Ridge,IL US"
11944,Ramirez,US,1947,"San Antonio,TX US"
11945,Warren,US,1980,"Edna Bay,AK US"
11946,Miller,US,1962,"Fairbanks,AK US"
11947,Mook,US,1958,"Sanford,NC US"
11948,Ford,US,1978,"East Lansing,MI US"
11949,King,US,1971,"Fort Lauderdale,FL US"
11950,Riley,US,1942,"Augusta,ME US"
11951,Giusti,US,1943,"White Plains,CT US"
11952,Leach,US,1946,"Hartford,CT US"
11953,Carson,US,1955,"New York,NY US"
11954,Butler,US,1947,"Bozeman,MT US"
11955,Nobles,US,1978,"Ames,IA US"
11956,Williams,US,1973,"Dallas,TX US"
11957,Samuel,US,1956,"Benton,AR US"
11958,Johnston,US,1975,"Asheville,NC US"
11959,Rodriquez,US,1960,"Ft Lauderdale,FL US"
11960,Necaise,US,1977,"Providence,RI US"
11961,Packard,US,1962,"Laurel Springs,NJ US"
11962,Hernandez,US,1957,"Cambridge,MA US"
11963,Burns,US,1981,"Tallahassee,FL US"
11964,Flanery,US,1971,"Chicago,IL US"
11965,Wise,US,1978,"New Orleans,LA US"
11966,Schmidt,US,1981,"Shreveport,LA US"
11967,Johnson,US,1981,"Reno,NV US"
11968,Cortes,US,1966,"Adair,IL US"
11969,Deluca,US,1946,"Indianapolis,IN US"
11970,Faulkner,US,1971,"Santa Clara,CA US"
11971,Oliver,US,1944,"Dalton,GA US"
11972,Medlin,US,1946,"Manchester,NH US"
11973,Carr,US,1950,"Columbus,OH US"
11974,Jackson,US,1944,"Fort Lauderdale,FL US"
11975,Bear,US,1948,"Midlothian,VA US"
11976,Pridgen,US,1951,"Lindenhurst,NY US"
11977,Gimenez,US,1961,"Lexington,KY US"
11978,Cross,US,1954,"North Naples,FL US"
11979,Aquino,US,1974,"Camden,NJ US"
11980,Cassidy,US,1963,"Lynden,WA US"
11981,Campbell,US,1984,"Detroit,MI US"
11982,Alderman,US,1966,"Belleview,FL US"
11983,Smith,US,1953,"Burlingame,CA US"
11984,Davis,US,1972,"City Of Commerce,CA US"
11985,Jimenez,US,1969,"Washington,DC US"
11986,Duncan,US,1942,"Raleigh,IL US"
11987,Meriwether,US,1955,"Memphis,TN US"
11988,Kim,US,1955,"Fort Myers,FL US"
11989,Williams,US,1979,"Gloucester City,NJ US"
11990,Taylor,US,1965,"Schenectady,NY US"
11991,Martinez,US,1969,"Boise,ID US"
11992,Ellerman,US,1976,"Salt Lake City,UT US"
11993,Upton,US,1953,"Woburn,MA US"
11994,Castillo,US,1954,"Sugar Land,TX US"
11995,Leppert,US,1973,"Ogden,IL US"
11996,Labrie,US,1958,"West Springfield,PA US"
11997,Wells,US,1943,"Garden City,NY US"
11998,Jackson,US,1981,"Monett,MO US"
11999,Johnson,US,1975,"Seattle,WA US"
12000,Mason,US,1951,"New Orleans,LA US"
12001,Dupont,US,1980,"Cleveland,OH US"
12002,Witham,US,1946,"Patagonia,AZ US"
12003,Tran,US,1961,"Wheeling,IL US"
12004,Lewis,US,1947,"Plains,PA US"
12005,Mejia,US,1970,"Norwalk,CT US"
12006,Shelly,US,1979,"Eau Claire,WI US"
12007,Kelm,US,1941,"Salt Lake City,UT US"
12008,Pink,US,1964,"Beaumont,TX US"
12009,Clark,US,1965,"Lexington,MS US"
12010,Adcock,US,1942,"Waukesha,WI US"
12011,Manor,US,1961,"La Grande,OR US"
12012,Riley,US,1968,"Seattle,WA US"
12013,Person,US,1954,"Phoenix,AZ US"
12014,Washington,US,1959,"Edinburg,VA US"
12015,Jones,US,1954,"Rancho Santa Margarita,CA US"
12016,Secrist,US,1950,"Victoria,TX US"
12017,Graham,US,1943,"New York,NY US"
12018,Parkman,US,1963,"Chantilly,VA US"
12019,Stuart,US,1943,"Seattle,WA US"
12020,Murray,US,1973,"Atlanta,GA US"
12021,Boudreau,US,1944,"Cambridge,MA US"
12022,Mendez,US,1954,"Oklahoma City,OK US"
12023,Feeney,US,1968,"Smithtown,NY US"
12024,Lane,US,1954,"Chestnut,IL US"
12025,Caison,US,1959,"Thousand Oaks,CA US"
12026,Lowell,US,1949,"Stevens Point,WI US"
12027,Howard,US,1966,"Des Plaines,IL US"
12028,Porter,US,1951,"Pueblo Pintado,NM US"
12029,Mckillip,US,1968,"Arcadia,CA US"
12030,Edwards,US,1965,"Chantilly,MD US"
12031,Wallace,US,1985,"East Alton,IL US"
12032,King,US,1949,"Colorado Springs,CO US"
12033,Valle,US,1979,"Newington,CT US"
12034,Domingue,US,1977,"Redmond,WA US"
12035,Burke,US,1971,"Central Valley,NY US"
12036,Arendt,US,1967,"Philadelphia,PA US"
12037,Kiss,US,1944,"Seattle,WA US"
12038,Jenkins,US,1970,"Whitestone,NY US"
12039,Inniss,US,1942,"New Castle,DE US"
12040,Sanchez,US,1941,"Marion Township,OH US"
12041,Malcom,US,1985,"Greenwich,CT US"
12042,Tyre,US,1954,"Frisco,TX US"
12043,Taylor,US,1985,"Dallas,TX US"
12044,Byrd,US,1971,"Richmond,VA US"
12045,Adams,US,1941,"Chicago,IL US"
12046,Jetton,US,1969,"Long Beach,CA US"
12047,Evans,US,1940,"Lindley,NY US"
12048,Summers,US,1962,"Camden,NJ US"
12049,Zapata,US,1976,"Jacksonville,FL US"
12050,Schneider,US,1974,"Fullerton,CA US"
12051,Judkins,US,1967,"San Francisco,CA US"
12052,Carpenter,US,1957,"Otterbein,IN US"
12053,Alexander,US,1948,"Saint Cloud,MN US"
12054,Proctor,US,1963,"Livonia,MI US"
12055,Shelley,US,1974,"Holland,OH US"
12056,Young,US,1976,"Indianapolis,IN US"
12057,Pittard,US,1952,"Seattle,WA US"
12058,Mcfadden,US,1956,"Charlotte,NC US"
12059,Fiedler,US,1951,"Polkville,MS US"
12060,Hodgkinson,US,1946,"Los Angeles,CA US"
12061,Mccorkle,US,1975,"Lingle,WY US"
12062,Greene,US,1951,"Asheville,NC US"
12063,Brown,US,1947,"Bettendorf,IA US"
12064,Meeks,US,1943,"Birmingham,AL US"
12065,Ponder,US,1985,"Dallas,TX US"
12066,Johnson,US,1979,"Crafton,PA US"
12067,Lucier,US,1948,"Chillicothe,OH US"
12068,Scott,US,1953,"Nuangola,PA US"
12069,Riley,US,1985,"Hickory Hills,IL US"
12070,Sharp,US,1958,"Milwaukee,WI US"
12071,Tharp,US,1980,"Chicago,IL US"
12072,Martin,US,1965,"North Naples,FL US"
12073,Nelson,US,1952,"San Diego,CA US"
12074,Mcelroy,US,1953,"Shreveport,LA US"
12075,Fincher,US,1977,"Coffeeville,MS US"
12076,Carter,US,1959,"West Sacramento,CA US"
12077,Keen,US,1941,"Souris,ND US"
12078,Frantz,US,1977,"Upper Lake,CA US"
12079,Green,US,1972,"Black Canyon,AZ US"
12080,Hines,US,1972,"El Toro,CA US"
12081,Cloutier,US,1966,"Baltimore,MD US"
12082,Dumas,US,1941,"Edison,NJ US"
12083,Bivins,US,1950,"Inola,OK US"
12084,Barnard,US,1940,"Indianapolis,IN US"
12085,Valdez,US,1953,"San Antonio,TX US"
12086,Winfield,US,1949,"Bakersfield,CA US"
12087,Rascon,US,1944,"Savage,MD US"
12088,Clark,US,1945,"Lake Park,GA US"
12089,Hunger,US,1947,"Omaha,NE US"
12090,Ware,US,1966,"Calumet City,IL US"
12091,Villasenor,US,1949,"Richmond,VA US"
12092,Loyd,US,1952,"Cape Girardeau,MO US"
12093,Davis,US,1961,"Scandia,MN US"
12094,Choi,US,1980,"Detroit,MI US"
12095,Costner,US,1940,"Houston,TX US"
12096,Eich,US,1978,"San Francisco,CA US"
12097,Joubert,US,1968,"Greenville,NC US"
12098,Smith,US,1969,"Boca Raton,FL US"
12099,Travis,US,1977,"Columbus,GA US"
12100,Phillips,US,1946,"Hinton,OK US"
12101,Sandoval,US,1983,"Pensacola,FL US"
12102,Daniels,US,1947,"Wilmington,MA US"
12103,Myers,US,1971,"Royal Oak,MI US"
12104,Coke,US,1942,"Lancaster,PA US"
12105,Spinelli,US,1958,"Muskegon,MI US"
12106,Gaddy,US,1974,"Boynton Beach,FL US"
12107,Rogers,US,1950,"Philadelphia,PA US"
12108,Wisdom,US,1955,"Odessa,TX US"
12109,Ebel,US,1962,"Southfield,MI US"
12110,Carroll,US,1969,"Indianapolis,IN US"
12111,Youngquist,US,1972,"Grand Rapids,MI US"
12112,Cormack,US,1954,"Reston,DC US"
12113,Allard,US,1982,"Panama City,FL US"
12114,Pate,US,1984,"Albuquerque,NM US"
12115,Parker,US,1958,"Springfield,MA US"
12116,Kelly,US,1941,"Cambridge,MA US"
12117,Hackler,US,1975,"Madison,WI US"
12118,Peterson,US,1962,"Plano,TX US"
12119,Heath,US,1940,"Jacksonville,NC US"
12120,Lanphear,US,1949,"Weehawken,NJ US"
12121,Mitchell,US,1983,"Greenville,SC US"
12122,Eason,US,1981,"Lafayette,LA US"
12123,Butts,US,1942,"Springfield,IL US"
12124,Willett,US,1940,"Alma,MI US"
12125,Henry,US,1958,"Indianapolis,IN US"
12126,Rivera,US,1961,"Santa Clara,CA US"
12127,Peralez,US,1955,"Tampa,FL US"
12128,Yagi,US,1968,"New York,NY US"
12129,Dial,US,1947,"New Orleans,LA US"
12130,Call,US,1948,"Atlanta,GA US"
12131,Wu,US,1979,"San Antonio,TX US"
12132,Quiros,US,1961,"Morrisville,NC US"
12133,Garcia,US,1962,"Blue Hill,ME US"
12134,Grant,US,1962,"Burbank,CA US"
12135,Jensen,US,1946,"Camdenton,MO US"
12136,Clemmons,US,1969,"Due West,SC US"
12137,Rasmussen,US,1945,"Oklahoma City,OK US"
12138,Schumacher,US,1951,"Flat Rock,MI US"
12139,Greer,US,1969,"Brooklyn,NY US"
12140,Sternberg,US,1965,"Lynbrook,NY US"
12141,Horn,US,1979,"South Bend,IN US"
12142,Perez,US,1976,"Midland,TX US"
12143,Barnes,US,1962,"Concord,CA US"
12144,Ford,US,1947,"Fort Lauderdale,FL US"
12145,Davis,US,1952,"Grand Rapids,MI US"
12146,Holguin,US,1973,"Basin City,WA US"
12147,Hickman,US,1949,"Hialeah,FL US"
12148,Wilcox,US,1962,"Elmira,NY US"
12149,Ortiz,US,1946,"City Of Commerce,CA US"
12150,Oquinn,US,1959,"Madison,WI US"
12151,Mckee,US,1947,"Warren,OH US"
12152,Painter,US,1969,"Austin,TX US"
12153,Duffin,US,1963,"Albany,GA US"
12154,Odom,US,1981,"Stamford,CT US"
12155,Hagen,US,1972,"Bloomfield Township,MI US"
12156,Paro,US,1975,"Miramar,FL US"
12157,Thompson,US,1966,"Saginaw,MI US"
12158,Perl,US,1953,"Knoxville,TN US"
12159,Newsome,US,1972,"Arlington,VA US"
12160,Palmer,US,1965,"Rochelle Park,NJ US"
12161,Folse,US,1976,"Reno,NV US"
12162,Brandon,US,1943,"Pittston,PA US"
12163,Lee,US,1976,"Lame Deer,MT US"
12164,Sterling,US,1970,"Brainerd,MN US"
12165,Brown,US,1961,"Amenia,NY US"
12166,Kimble,US,1958,"Dallas,TX US"
12167,Ellzey,US,1947,"Evarts,KY US"
12168,Miller,US,1946,"Bentonville,AR US"
12169,Palma,US,1957,"Southfield,MI US"
12170,Smith,US,1954,"Charleston,WV US"
12171,Golden,US,1963,"Waukesha,WI US"
12172,Perreault,US,1940,"Festus,MO US"
12173,Jacobs,US,1962,"Los Angeles,CA US"
12174,Owens,US,1978,"Cambridge,MA US"
12175,Martin,US,1973,"Bellevue,NE US"
12176,Haskell,US,1971,"Dallas,TX US"
12177,Morgan,US,1964,"Forest Park,GA US"
12178,Schmitz,US,1945,"Jackson,MI US"
12179,Taylor,US,1946,"Little Rock,AR US"
12180,Miller,US,1959,"San Jose,CA US"
12181,Armstrong,US,1957,"Los Angeles,CA US"
12182,Walter,US,1950,"Farmington,MI US"
12183,Thompson,US,1943,"Worden,MT US"
12184,Smith,US,1948,"Jacksonville,NC US"
12185,Stewart,US,1967,"New York,NY US"
12186,Hassen,US,1975,"Cambridge,MA US"
12187,Murphy,US,1945,"Reston,MD US"
12188,Kissinger,US,1955,"Lexington,IL US"
12189,Tate,US,1968,"Atlantic City,NJ US"
12190,Arthur,US,1963,"Mclean,VA US"
12191,Odea,US,1954,"San Antonio,TX US"
12192,Smith,US,1952,"Pittsburgh,PA US"
12193,Beard,US,1974,"Greenville,MS US"
12194,Marple,US,1969,"Dallas,TX US"
12195,Cooper,US,1969,"Newark,NJ US"
12196,Miller,US,1941,"Ashkum,IL US"
12197,Davis,US,1975,"Washington,DC US"
12198,Hine,US,1971,"Chicago,IL US"
12199,Lee,US,1968,"Dutchtown,LA US"
12200,Tomlinson,US,1947,"Hawkinsville,GA US"
12201,Watts,US,1968,"Atlanta,GA US"
12202,Rico,US,1977,"Provo,UT US"
12203,Jackson,US,1967,"Richmond,VA US"
12204,Welch,US,1981,"Cuyahoga Falls,OH US"
12205,Mixon,US,1961,"Bloomfield Township,MI US"
12206,Eldridge,US,1955,"Indianapolis,IN US"
12207,Smith,US,1961,"Golden Valley,MN US"
12208,Justice,US,1963,"Houston,TX US"
12209,Kimbrough,US,1944,"Altoona,PA US"
12210,Escobedo,US,1953,"Charlotte,NC US"
12211,Taylor,US,1968,"Brentwood,TN US"
12212,Herrera,US,1950,"Cincinnati,OH US"
12213,Carini,US,1949,"Upper Marlboro,MD US"
12214,Currie,US,1978,"Penrose,CO US"
12215,Stiles,US,1979,"Show Low,NM US"
12216,Castellanos,US,1947,"Westbrook,ME US"
12217,Forbush,US,1976,"Stlouis,MO US"
12218,Kelly,US,1976,"Embarrass,MN US"
12219,Mclean,US,1951,"Cuba,IL US"
12220,Mcgriff,US,1975,"Albany,NY US"
12221,Collins,US,1943,"Denver,CO US"
12222,Donnellan,US,1941,"Oakland,CA US"
12223,Bruno,US,1949,"Philadelphia,PA US"
12224,George,US,1970,"Grand Rapids,MI US"
12225,Rose,US,1985,"Pender,NE US"
12226,Hall,US,1961,"Anchorage,AK US"
12227,Mullins,US,1947,"Albany,NY US"
12228,Garcia,US,1980,"Winter Park,FL US"
12229,Mccann,US,1956,"San Diego,CA US"
12230,Brown,US,1979,"New York,NY US"
12231,Whelan,US,1966,"Champaign,IL US"
12232,Wyatt,US,1954,"Beckley,WV US"
12233,Maberry,US,1980,"Jackson,MS US"
12234,Lloyd,US,1972,"New York,NY US"
12235,Robitaille,US,1952,"Detroit,MI US"
12236,King,US,1959,"Youngstown,OH US"
12237,Chowdhury,US,1973,"Glen Burnie,MD US"
12238,Mccollum,US,1950,"Columbia,SC US"
12239,Tuttle,US,1971,"Miami,FL US"
12240,Labarge,US,1963,"Sebree,KY US"
12241,Olivera,US,1980,"Winter Haven,FL US"
12242,Bailey,US,1942,"Lubbock,TX US"
12243,Krout,US,1968,"Charleston,WV US"
12244,Warden,US,1977,"West Enfield,ME US"
12245,Robinette,US,1963,"Richmond,VA US"
12246,Smith,US,1977,"San Francisco,CA US"
12247,Donnell,US,1956,"Lake Mary,FL US"
12248,Kaufman,US,1955,"Italy,TX US"
12249,Arden,US,1983,"Chicago,IL US"
12250,Cave,US,1950,"Bay City,MI US"
12251,Wilson,US,1948,"Garner,NC US"
12252,Surber,US,1961,"Elwin,IL US"
12253,Goode,US,1984,"Bloomfield Township,MI US"
12254,Davis,US,1953,"Milwaukee,WI US"
12255,Woods,US,1957,"Clarksdale,MS US"
12256,Manning,US,1971,"Dallas,TX US"
12257,Gardner,US,1975,"Palm Springs,CA US"
12258,Wade,US,1971,"Powhatan,VA US"
12259,Williams,US,1966,"Las Vegas,NV US"
12260,Spalding,US,1981,"Seattle,WA US"
12261,Weston,US,1976,"Chicago,IL US"
12262,Castro,US,1949,"Camp Hill,PA US"
12263,Besaw,US,1964,"Houston,TX US"
12264,Rice,US,1958,"Detroit,MI US"
12265,Bowen,US,1944,"Salt Lake City,UT US"
12266,Kitchen,US,1977,"Yulee,FL US"
12267,Chilton,US,1942,"Ravenna,MI US"
12268,Kennedy,US,1982,"Charlotte,NC US"
12269,Coleman,US,1970,"Oakland,CA US"
12270,Burchard,US,1963,"Harrisonburg,VA US"
12271,Sanchez,US,1981,"New York,NY US"
12272,Littlejohn,US,1943,"Arlington,VA US"
12273,Bohn,US,1950,"Freeport,IL US"
12274,Sanchez,US,1985,"Goldsboro,NC US"
12275,Williams,US,1950,"Beaverton,OR US"
12276,Russell,US,1953,"Chicago,IL US"
12277,Harkness,US,1977,"Marquette,MI US"
12278,Martin,US,1984,"Scranton,SC US"
12279,Barrier,US,1954,"Westminster,CO US"
12280,Malone,US,1974,"North Havre,MT US"
12281,Mitchell,US,1968,"East Lansing,MI US"
12282,Lacasse,US,1967,"Marysville,MI US"
12283,Heffner,US,1965,"Donalsonville,GA US"
12284,Lopez,US,1963,"Houston,TX US"
12285,Laughlin,US,1971,"Austin,TX US"
12286,Crouch,US,1958,"High Point,NC US"
12287,Bourn,US,1941,"Oakland,CA US"
12288,Brown,US,1948,"Los Angeles,CA US"
12289,Compton,US,1983,"Moanalua,HI US"
12290,Keaton,US,1972,"Wichita,AR US"
12291,Mccarty,US,1973,"Fort Wayne,IN US"
12292,Freudenburg,US,1982,"Plant City,FL US"
12293,Chavez,US,1968,"Meyer,IL US"
12294,Lien,US,1976,"Overland Park,MO US"
12295,Goldberg,US,1943,"Arlington,OH US"
12296,Miller,US,1962,"Jackson,MS US"
12297,Duncan,US,1957,"Palo Alto,CA US"
12298,Dawson,US,1974,"Portland,ME US"
12299,Ortiz,US,1954,"Quail Valley,CA US"
12300,Anderson,US,1967,"Hartford,CT US"
12301,Gabriel,US,1975,"Sunnyvale,CA US"
12302,Quiroz,US,1956,"Manchester,NH US"
12303,Flores,US,1978,"Carmel,IN US"
12304,Hicks,US,1967,"Peoria,IL US"
12305,Brown,US,1941,"Pembroke,NC US"
12306,Logan,US,1950,"Seattle,WA US"
12307,Mcginnis,US,1976,"Phoenix,AZ US"
12308,Patterson,US,1947,"Fair Play,MO US"
12309,Sheehy,US,1949,"Lexington,MA US"
12310,Fordyce,US,1943,"Herndon,VA US"
12311,Johnson,US,1965,"Boston,MA US"
12312,Tucker,US,1969,"Gardena,CA US"
12313,Basquez,US,1965,"Easton,MD US"
12314,Mcgowan,US,1981,"Sevierville,TN US"
12315,Barbour,US,1971,"San Bernardino,CA US"
12316,Wilson,US,1983,"Lyndhurst,NJ US"
12317,Washington,US,1964,"Yukon,OK US"
12318,Dabbs,US,1982,"Oklahoma City,OK US"
12319,Robinette,US,1956,"Westbury,NY US"
12320,Wilkins,US,1973,"Long Island City,NY US"
12321,Johns,US,1978,"San Diego,CA US"
12322,Lawson,US,1960,"Miami,FL US"
12323,Sierra,US,1975,"Bohemia,NY US"
12324,Young,US,1984,"Cadillac,MI US"
12325,Cerna,US,1942,"Gate City,VA US"
12326,Hempel,US,1976,"Elkhart,IN US"
12327,Feller,US,1957,"Lima,OH US"
12328,Cardenas,US,1960,"Orleans,VT US"
12329,Knowles,US,1949,"Cooperstown,PA US"
12330,Windham,US,1945,"Hancock,MD US"
12331,Zurcher,US,1982,"San Antonio,TX US"
12332,Cole,US,1972,"Saint Louis,MO US"
12333,Mendoza,US,1954,"Bruceton,TN US"
12334,Hernandes,US,1984,"New York,NY US"
12335,Zaragoza,US,1964,"Vero Beach,FL US"
12336,Tiggs,US,1943,"Goldsboro,NC US"
12337,Vincent,US,1956,"Boise,ID US"
12338,Rhynes,US,1946,"Westbrook,ME US"
12339,Perales,US,1971,"Dayton,OH US"
12340,Conley,US,1964,"Flemington,NJ US"
12341,Mcwilliams,US,1963,"Williamsburg,MO US"
12342,Simmons,US,1978,"Downingtown,PA US"
12343,Henley,US,1965,"Santa Clara,CA US"
12344,Braud,US,1946,"Beltsville,VA US"
12345,Hammes,US,1960,"Portland,OR US"
12346,Oglesby,US,1981,"Hicksville,NY US"
12347,Fitch,US,1949,"Boston,MA US"
12348,Goldberg,US,1968,"Little Rock,IA US"
12349,Croft,US,1952,"Jamaica,NY US"
12350,Starnes,US,1957,"Glen Allen,VA US"
12351,Robbins,US,1956,"Worcester,MA US"
12352,Oliver,US,1956,"Newport,NE US"
12353,Myers,US,1971,"Philadelphia,PA US"
12354,Ross,US,1964,"Chicago,IL US"
12355,Hodges,US,1940,"Kingman,AZ US"
12356,Mullens,US,1983,"Endicott,NY US"
12357,Tejeda,US,1971,"Phoenix,AZ US"
12358,Gauthier,US,1967,"Pittsburgh,PA US"
12359,Clark,US,1959,"Buffalo,NY US"
12360,Gay,US,1960,"Nogales,AZ US"
12361,Fell,US,1969,"New Orleans,LA US"
12362,Storms,US,1944,"Tampa,FL US"
12363,Mckay,US,1975,"Mound City,SD US"
12364,Hamlett,US,1964,"Alexandria,VA US"
12365,Jones,US,1948,"Syracuse,NY US"
12366,Hinton,US,1946,"Reno,NV US"
12367,Harman,US,1974,"Rangely,CO US"
12368,Filkins,US,1977,"Cape Girardeau,MO US"
12369,Griffin,US,1942,"Philadelphia,PA US"
12370,Hufnagel,US,1968,"Poteau,OK US"
12371,Hunter,US,1973,"Richardson,TX US"
12372,Cummins,US,1960,"Frisco,TX US"
12373,Anderson,US,1951,"Milford,CT US"
12374,Arellano,US,1981,"Foxboro,MA US"
12375,Smith,US,1975,"Daniel Island,SC US"
12376,Gonzalez,US,1946,"Kalamazoo,MI US"
12377,Williams,US,1979,"Pittsburgh,PA US"
12378,Roberts,US,1945,"Dallas,TX US"
12379,Howell,US,1970,"Atlanta,GA US"
12380,Allen,US,1981,"Walnut Creek,CA US"
12381,Jewell,US,1969,"Toledo,OH US"
12382,Beale,US,1975,"San Antonio,TX US"
12383,Mccay,US,1971,"Savannah,GA US"
12384,Priester,US,1966,"Bell Oak,MI US"
12385,Showers,US,1965,"Carlsbad,CA US"
12386,Chaffee,US,1957,"Columbia,NC US"
12387,Baranowski,US,1974,"Sherman Oaks,CA US"
12388,Maddox,US,1985,"Vacaville,CA US"
12389,Lemoine,US,1947,"Portland,OR US"
12390,Hargett,US,1942,"Buffalo,NY US"
12391,Congdon,US,1956,"Worthington,OH US"
12392,Mckinley,US,1949,"Platinum,AK US"
12393,Mcneill,US,1981,"New York,NY US"
12394,Harper,US,1975,"Beaumont,TX US"
12395,Broyles,US,1960,"Ocala,FL US"
12396,Robinson,US,1974,"Idaho Falls,ID US"
12397,Cooper,US,1946,"Fort Lauderdale,FL US"
12398,Kay,US,1972,"Jackson,MS US"
12399,Johnson,US,1946,"Jackson,MS US"
12400,Cowart,US,1975,"Wichita,KS US"
12401,Blankenship,US,1982,"Englewood,CO US"
12402,Smith,US,1984,"Charleston,SC US"
12403,Ward,US,1941,"Lockhart,SC US"
12404,Boyd,US,1985,"East Lynn,WV US"
12405,Shinault,US,1980,"Detroit,MI US"
12406,Gibson,US,1951,"Valley Falls,KS US"
12407,Meek,US,1953,"Tigard,OR US"
12408,England,US,1977,"Shreveport,LA US"
12409,Crowley,US,1961,"Corona,CA US"
12410,Wilson,US,1976,"Lakewood,NJ US"
12411,Montgomery,US,1958,"Lansing,MI US"
12412,Garcia,US,1944,"Chesterton,IN US"
12413,Kitchen,US,1960,"Oakland,CA US"
12414,Audette,US,1980,"Saint Louis,MO US"
12415,Wilkerson,US,1967,"Garden City,NY US"
12416,Ceja,US,1983,"Cincinnati,OH US"
12417,Morse,US,1948,"Burleson,TX US"
12418,Zabel,US,1948,"Phoenix,AZ US"
12419,Licata,US,1980,"San Francisco,CA US"
12420,Spiva,US,1961,"Fort Worth,TX US"
12421,Cole,US,1979,"Columbia,SC US"
12422,Stoner,US,1967,"Ligonier,PA US"
12423,Hammons,US,1959,"Winter Park,FL US"
12424,Brown,US,1959,"Oaklandon,IN US"
12425,Young,US,1945,"Beltsville,VA US"
12426,Stefanski,US,1949,"Portland,ME US"
12427,Fullilove,US,1977,"Chicago,IL US"
12428,Townsley,US,1945,"Oakland,CA US"
12429,Rondon,US,1964,"Marshalltown,IA US"
12430,Garmon,US,1952,"Brookfield,WI US"
12431,Current,US,1947,"Atlanta,GA US"
12432,Silver,US,1969,"Clearfield,SD US"
12433,Scott,US,1955,"Gorham,ME US"
12434,Walker,US,1974,"Hanover,MN US"
12435,Romano,US,1985,"Bloomfield Township,MI US"
12436,Miller,US,1952,"Seattle,WA US"
12437,Paul,US,1956,"Quincy,MA US"
12438,Rhoades,US,1942,"Tigard,OR US"
12439,Saenz,US,1985,"Nashville,TN US"
12440,White,US,1951,"Poughkeepsie,NY US"
12441,Davis,US,1976,"Roopville,GA US"
12442,North,US,1982,"Embarrass,MN US"
12443,Morris,US,1983,"Worcester,MA US"
12444,Horton,US,1952,"Rockville,MD US"
12445,Beaudoin,US,1941,"New York,NY US"
12446,Werner,US,1949,"Chicago,IL US"
12447,Rooney,US,1951,"Polk City,FL US"
12448,Berrios,US,1985,"Plant City,FL US"
12449,Lowery,US,1957,"New York,NY US"
12450,Hallam,US,1947,"Jackson,MS US"
12451,Rock,US,1941,"Easton,PA US"
12452,Oreilly,US,1964,"Black Lick,PA US"
12453,Roman,US,1965,"Avon Park,FL US"
